=== 📊 거래 설정 ===
손익비: 1.4:1 (익절 +3.5% / 손절 -2.5%)
거래당 투자금: 1,000,000원

=== 💰 당일 수익 요약 ===
총 거래: 5건 (1승 4패)
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원 (실제 수익률 합계)
  ㄴ 손실 금액: -88,431원 (실제 손실률 합계)

=== 총 승패: 1승 4패 ===
=== selection_date 이후 승패: 1승 4패 ===
=== 📊 최대 동시 보유 종목 수: 2개 ===
=== 🌅 12시 이전 매수 종목: 1승 4패 (승률 20.0%) ===
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원
  ㄴ 손실 금액: -88,431원

   🔴 450140 09:59 매수 → -2.50%
   🔴 036710 10:42 매수 → -2.50%
   🟢 042520 11:18 매수 → +3.50%
   🔴 397030 11:27 매수 → -1.34%
   🔴 109670 11:36 매수 → -2.50%

=== 001520 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:02:28
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:1,290 | 거래량:2,617,645 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    14:15→14:18: 종가:2,865 | 거래량:898 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:18→14:21: 종가:2,870 | 거래량:414 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:21→14:24: 종가:2,860 | 거래량:2,718 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:24→14:27: 종가:2,870 | 거래량:555 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:27→14:30: 종가:2,840 | 거래량:37,016 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:30→14:33: 종가:2,845 | 거래량:531 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:33→14:36: 종가:2,840 | 거래량:3,577 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:36→14:39: 종가:2,860 | 거래량:6,039 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:39→14:42: 종가:2,840 | 거래량:1,572 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:42→14:45: 종가:2,835 | 거래량:5,252 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:45→14:48: 종가:2,830 | 거래량:20,139 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:48→14:51: 종가:2,810 | 거래량:71,994 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:51→14:54: 종가:2,765 | 거래량:7,879 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:54→14:57: 종가:2,785 | 거래량:982 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:57→15:00: 종가:2,730 | 거래량:25,738 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:00→15:03: 종가:2,730 | 거래량:7,840 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:03→15:06: 종가:2,730 | 거래량:16,190 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:06→15:09: 종가:2,750 | 거래량:18,786 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:09→15:12: 종가:2,730 | 거래량:7,383 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:12→15:15: 종가:2,750 | 거래량:11,310 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:15→15:18: 종가:2,745 | 거래량:10,797 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:18→15:21: 종가:2,765 | 거래량:6,108 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%

=== 041190 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:12
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:12,390 | 거래량:465,661 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:12,340 | 거래량:306,009 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:18→09:21: 종가:12,460 | 거래량:294,731 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:21→09:24: 종가:12,410 | 거래량:164,852 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:24→09:27: 종가:12,430 | 거래량:113,075 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:27→09:30: 종가:12,300 | 거래량:170,663 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:12,230 | 거래량:333,709 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:33→09:36: 종가:12,200 | 거래량:245,719 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:12,310 | 거래량:104,947 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:39→09:42: 종가:12,350 | 거래량:165,846 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:12,320 | 거래량:84,523 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:45→09:48: 종가:12,270 | 거래량:159,399 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:48→09:51: 종가:12,420 | 거래량:129,119 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:12,460 | 거래량:181,206 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:12,340 | 거래량:87,359 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:12,340 | 거래량:63,034 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:12,310 | 거래량:105,608 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:12,270 | 거래량:48,994 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:12,260 | 거래량:49,332 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:12,250 | 거래량:31,941 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:12,350 | 거래량:41,128 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:12,310 | 거래량:37,622 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:12,370 | 거래량:62,553 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:12,360 | 거래량:21,666 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:12,340 | 거래량:23,457 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:12,400 | 거래량:60,025 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:12,430 | 거래량:63,301 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:12,440 | 거래량:51,359 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:36→10:39: 종가:12,360 | 거래량:33,566 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:39→10:42: 종가:12,370 | 거래량:20,719 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:42→10:45: 종가:12,320 | 거래량:41,109 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:45→10:48: 종가:12,330 | 거래량:16,140 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:48→10:51: 종가:12,345 | 거래량:11,581 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:51→10:54: 종가:12,390 | 거래량:24,059 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:54→10:57: 종가:12,350 | 거래량:21,109 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:57→11:00: 종가:12,360 | 거래량:16,855 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:00→11:03: 종가:12,340 | 거래량:12,718 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:03→11:06: 종가:12,280 | 거래량:51,979 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:06→11:09: 종가:12,250 | 거래량:29,085 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:09→11:12: 종가:12,290 | 거래량:33,296 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:12→11:15: 종가:12,220 | 거래량:52,794 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:15→11:18: 종가:12,240 | 거래량:94,234 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:18→11:21: 종가:12,200 | 거래량:19,643 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:21→11:24: 종가:12,250 | 거래량:45,728 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:24→11:27: 종가:12,190 | 거래량:26,157 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:27→11:30: 종가:12,200 | 거래량:8,464 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:30→11:33: 종가:12,230 | 거래량:12,897 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:33→11:36: 종가:12,240 | 거래량:22,011 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:36→11:39: 종가:12,250 | 거래량:18,772 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:39→11:42: 종가:12,260 | 거래량:8,641 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:42→11:45: 종가:12,220 | 거래량:18,856 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:45→11:48: 종가:12,320 | 거래량:33,211 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:48→11:51: 종가:12,270 | 거래량:42,086 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:51→11:54: 종가:12,300 | 거래량:13,701 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:54→11:57: 종가:12,250 | 거래량:24,416 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:57→12:00: 종가:12,220 | 거래량:22,667 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:00→12:03: 종가:12,210 | 거래량:14,077 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:03→12:06: 종가:12,200 | 거래량:36,824 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:06→12:09: 종가:12,140 | 거래량:79,828 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:09→12:12: 종가:12,130 | 거래량:31,260 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:12→12:15: 종가:12,180 | 거래량:19,033 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:15→12:18: 종가:12,190 | 거래량:14,298 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:18→12:21: 종가:12,140 | 거래량:24,496 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:21→12:24: 종가:12,160 | 거래량:6,780 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:24→12:27: 종가:12,180 | 거래량:10,555 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:27→12:30: 종가:12,170 | 거래량:28,826 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:30→12:33: 종가:12,130 | 거래량:25,727 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:33→12:36: 종가:12,080 | 거래량:119,575 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:36→12:39: 종가:12,090 | 거래량:30,049 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:39→12:42: 종가:12,080 | 거래량:23,749 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:42→12:45: 종가:12,110 | 거래량:12,505 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:45→12:48: 종가:12,110 | 거래량:16,968 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:48→12:51: 종가:12,210 | 거래량:51,168 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:51→12:54: 종가:12,280 | 거래량:60,344 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:54→12:57: 종가:12,310 | 거래량:64,810 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:57→13:00: 종가:12,280 | 거래량:82,057 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:00→13:03: 종가:12,260 | 거래량:55,777 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:03→13:06: 종가:12,230 | 거래량:25,707 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:06→13:09: 종가:12,160 | 거래량:44,102 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:09→13:12: 종가:12,180 | 거래량:33,255 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:12→13:15: 종가:12,190 | 거래량:11,412 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:15→13:18: 종가:12,200 | 거래량:23,182 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:18→13:21: 종가:12,170 | 거래량:14,358 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:21→13:24: 종가:12,210 | 거래량:20,975 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:24→13:27: 종가:12,220 | 거래량:10,215 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:27→13:30: 종가:12,200 | 거래량:15,378 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:30→13:33: 종가:12,210 | 거래량:41,289 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:33→13:36: 종가:12,150 | 거래량:22,213 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:36→13:39: 종가:12,190 | 거래량:50,601 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:39→13:42: 종가:12,150 | 거래량:23,908 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:42→13:45: 종가:12,170 | 거래량:9,736 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:45→13:48: 종가:12,160 | 거래량:9,093 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:48→13:51: 종가:12,140 | 거래량:19,836 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:51→13:54: 종가:12,070 | 거래량:58,265 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:54→13:57: 종가:12,050 | 거래량:32,251 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:57→14:00: 종가:12,030 | 거래량:61,428 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:00→14:03: 종가:12,080 | 거래량:11,985 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:03→14:06: 종가:12,100 | 거래량:15,804 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:06→14:09: 종가:12,100 | 거래량:6,992 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:09→14:12: 종가:12,090 | 거래량:14,313 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:12→14:15: 종가:12,070 | 거래량:22,865 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:15→14:18: 종가:12,070 | 거래량:29,436 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:18→14:21: 종가:12,070 | 거래량:15,889 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:21→14:24: 종가:12,080 | 거래량:21,022 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:24→14:27: 종가:12,060 | 거래량:17,832 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:27→14:30: 종가:12,050 | 거래량:14,416 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:30→14:33: 종가:12,050 | 거래량:15,546 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:33→14:36: 종가:12,090 | 거래량:7,568 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:36→14:39: 종가:12,050 | 거래량:41,776 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:39→14:42: 종가:12,040 | 거래량:85,889 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:42→14:45: 종가:12,040 | 거래량:39,253 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:45→14:48: 종가:12,060 | 거래량:26,649 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:48→14:51: 종가:12,030 | 거래량:39,276 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:51→14:54: 종가:12,080 | 거래량:26,460 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:54→14:57: 종가:12,100 | 거래량:29,603 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:57→15:00: 종가:12,060 | 거래량:17,564 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:00→15:03: 종가:12,060 | 거래량:11,417 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:03→15:06: 종가:12,090 | 거래량:35,971 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:06→15:09: 종가:12,090 | 거래량:26,530 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:09→15:12: 종가:12,120 | 거래량:44,875 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:12→15:15: 종가:12,100 | 거래량:20,317 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:15→15:18: 종가:12,060 | 거래량:30,879 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:18→15:21: 종가:12,040 | 거래량:32,233 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%

=== 397030 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 11:06:07
  승패: 0승 1패
  selection_date 이후 승패: 0승 1패
  매매신호:
    11:27 [pullback_pattern]
  체결 시뮬레이션:
    11:27 매수[pullback_pattern] @31,270 → 15:00 매도[stop_loss_1.3pct] @30,850 (-1.34%)
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:29,850 | 거래량:43,302 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    09:15→09:18: 종가:29,750 | 거래량:19,128 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    09:18→09:21: 종가:29,450 | 거래량:15,650 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:21→09:24: 종가:29,550 | 거래량:10,246 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    09:24→09:27: 종가:29,450 | 거래량:16,777 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:27→09:30: 종가:29,250 | 거래량:10,042 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:29,300 | 거래량:6,200 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:33→09:36: 종가:29,450 | 거래량:3,786 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:36→09:39: 종가:29,600 | 거래량:14,162 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    09:39→09:42: 종가:29,500 | 거래량:6,329 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:42→09:45: 종가:29,400 | 거래량:2,985 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:45→09:48: 종가:29,400 | 거래량:2,780 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:48→09:51: 종가:29,400 | 거래량:2,290 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:51→09:54: 종가:29,400 | 거래량:4,441 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:54→09:57: 종가:29,450 | 거래량:5,772 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    09:57→10:00: 종가:29,500 | 거래량:2,197 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    10:00→10:03: 종가:29,400 | 거래량:2,382 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    10:03→10:06: 종가:29,450 | 거래량:3,552 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    10:06→10:09: 종가:29,400 | 거래량:3,243 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    10:09→10:12: 종가:29,500 | 거래량:7,342 | 🔴회피(당일시가이하(시가:29500)) | 신뢰도:0%
    10:12→10:15: 종가:29,550 | 거래량:4,145 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:15→10:18: 종가:29,600 | 거래량:6,865 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    10:18→10:21: 종가:29,600 | 거래량:4,635 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    10:21→10:24: 종가:29,700 | 거래량:4,577 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    10:24→10:27: 종가:29,750 | 거래량:7,642 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    10:27→10:30: 종가:29,750 | 거래량:9,450 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    10:30→10:33: 종가:29,600 | 거래량:8,241 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    10:33→10:36: 종가:29,900 | 거래량:13,157 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    10:36→10:39: 종가:30,100 | 거래량:55,157 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:39→10:42: 종가:30,150 | 거래량:28,874 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:42→10:45: 종가:30,250 | 거래량:20,451 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:45→10:48: 종가:30,350 | 거래량:32,612 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:48→10:51: 종가:30,200 | 거래량:8,020 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:51→10:54: 종가:30,250 | 거래량:10,614 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:54→10:57: 종가:30,350 | 거래량:7,597 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:57→11:00: 종가:30,500 | 거래량:56,421 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:00→11:03: 종가:30,800 | 거래량:55,104 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:03→11:06: 종가:30,900 | 거래량:70,173 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:06→11:09: 종가:31,200 | 거래량:86,184 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:09→11:12: 종가:31,600 | 거래량:125,274 | 🔴회피(4단계패턴없음) | 신뢰도:0%
